text,label
"However, Niall O'Brien held one end up and kept going even as wickets tumbled at the other end",neg
"Wardlaw was the pick of the Scottish bowlers, he was well supported by the rest, but they just didn't have enough runs on the board.",neg
"Mohammed Shami and Axar Patel too bowled well, but their batsmen did not give them enough runs to play with.",neg
"However, he perished in the fourth over after hitting four boundaries",neg
Guptill followed soon after and it seemed at one point that they would miss the solidity of Williamson in the middle order,neg
"The Pakistani bowlers bowled well in patches, but nothing to really trouble the Kiwis.",neg
"Misbah came out with an attacking mindset, but didn't get any support from the other end",neg
None of the other Pakistani batsmen tried to play themselves in as they all fell while looking for runs.,neg
"However, the introduction of spin brought about the downfall of the hosts",neg
Bangladesh were never in the game once they lost Sarkar and Shakib,neg
"At 97/0, Zimbabwe would have had high hopes of bagging a rare series win, but the wickets of Chamu Chibhabha, Hamilton Masakadza and Elton Chigumbura in quick succession hurt them badly",neg
Craig Ervine and Sean Williams were involved in a brisk stand but the former ran himself out,neg
"Soon Sikandar Raza gifted his wicket away and with Regis Chakabva too following him shortly, Zimbabwe looked down and out",neg
"The left-hander also recorded a fifty but once that partnership was broken, New Zealand managed to pick wickets at regular intervals and eventually sealed the match with 14 balls to spare",neg
Zimbabwe never seemed to be in the game after losing early wickets,neg
"When van Wyk was dismissed, New Zealand had a window of opportunity, but the 50-run stand between de Villiers and Amla put the home team in command",neg
"Despite putting up a fine all-round show in the field, the hosts slipped towards a defeat",neg
"However, just when it felt as if, he had steadied the innings, Masakadza was dismissed by the man of the moment, Imad",neg
"Chigumbura then landed a few powerful blows and stitched a key stand with Utseya, but they had too much to do.",neg
"The top-order fell in a heap and despite the best efforts of Sean Williams and Sikandar Raza, it was a mountain that proved too steep",neg
"Chigumbura struck some late blows, but it only lessened the margin of defeat",neg
Miller failed to impress once again and Behardien failed to convert a start,neg
"Soon after he completed his 22nd ODI hundred, Bhuvneshwar removed him and South Africa could never really recover from the blow",neg
England didn't get to the best of starts as they lost Roy and Root inside the first six overs,neg
"Hales looked good in his stay, but the 20-year old Zafar Gohar nipped him out with a lovely flighted delivery",neg
Perera fell 1 run short of what would have been a well-deserved 3rd ODI hundred,neg
"Barring Narine, none of West Indies' bowlers were impressive.",neg
"Afghanistan bowled tight line and lengths, but they did not have enough runs on the board",neg
"However, both of them fell in quick succession",neg
The Sri Lankan bowlers didn't know what hit them,neg
He was unlucky to be dismissed in the nervous nineties,neg
"Rest of the batsmen though, fell to Jongwe and Madziva's incisive bowling",neg
"Changes in the batting order didn't help the Zimbabwean cause as they got off to a disastrous start, losing five wickets in quick succession",neg
Their innings never took off as they were reeling at 34/5 early on,neg
"Masakadza and Moor then got together for a 71-run stand, but Zimbabwe were always chasing the leather",neg
"The Zimbabwean opener got to his fifty, but both Moor and him departed soon after",neg
"Steve Smith and Finch looked in cruise control, until the former was sent back by Jadeja",neg
It was followed by a dramatic collapse,neg
4 wickets went down in quick succession,neg
The late order had too much to do and ended up throwing their wickets in the process.,neg
"New Zealaned looked like they were coasting towards victory at one stage, but a middle-order meltdown cost them dear",neg
"They lost Guptill early, after a horrible misunderstanding with his skipper",neg
"Pakistan kept pegging away, Munro was cleaned up for 56, the inexperienced middle-order faltered and Williamson was left to do too much towards the end.",neg
No one would have thought about this result when the hosts slumped to 99/6 after being asked to bat first,neg
"Henry and McClenaghan made merry towards the end, although the latter was felled by a hostile bouncer",neg
That forced him out of the game and Williamson was left a bowler short,neg
"Hafeez and Babar Azam led the recovery, but both fell to indiscreet shots",neg
"The pressure of the rising rate took its toll on the rest and the tail collapsed badly, despite a brief fight from Sarfraz.",neg
"Pakistan gave a good account of themselves, but will be probably look back at their own batting collapse which cost them plenty of runs",neg
It got worse after skipper Brendon McCullum went for a first ball duck,neg
Pakistan kept fighting and reduced the hosts to 210/5 when rain finally forced a break in play,neg
"Upon resumption, they should have had Ronchi, but he was reprieved by Hafeez and then Corey Anderson got a big share of luck - after umpire Billy Bowden failed to detect a faint edge",neg
