text,score,match_type,team,label
"Sri Lanka were never in the match after T Dilshan was run out without facing a ball. Dilshan Munaweera looked ill at ease and failed to score freely. Nobody in the Lankan line-up could play a knock like the one played by de Villiers which ultimately made the difference. South Africa have a lot of soul-searching to do. Levi and du Plessis failed once again, while their high catching in this game has been pathetic.",South Africa won by 32 runs,T20,Sri Lanka vs South Africa,1
"Very good cricket from Pakistan. They batted superbly led by the impressive Nasir Jamshed. Their bowling was effective without being spectacular. Saeed Ajmal was the exception. He was brought in only in the 12th over but maintained his calm under pressure to help Pakistan get through. Taylor, Franklin and Oram struck some late blows but they were left with too much to do in the end. Pakistan will take a lot of confidence from this hard fought win.",Pakistan won by 13 runs,T20,New Zealand vs Pakistan,3
"It was a dismal performance with the ball from Bangladesh. They showed a lot of spirit with the bat, Shakib led the way there but there was no one to do a similar role with the ball. The pacers were guilty of bowling too many short deliveries. Imran Nazir put them away in style and together with Hafeez, the duo ensured that Pakistan made it through with little trouble.",Pakistan won by 8 wkts,T20,Bangladesh vs Pakistan,1
"Eoin Morgan will be a disappointed man. He has scored an unbeaten 71 off just 36 balls but even that was not enough to take England past the line. It was all because of the horror start they got - Rampaul started with a double wicket maiden and England took their own sweet time to rebuild. Bairstow in particular struggled to get going and that kept pushing up the required run rate. Hales and Morgan kept trying, and with some luck going their way, even put some pressure on West Indies, but the target was always beyond their reach.",West Indies won by 15 runs,T20,England vs Windies,3
"So, for the third time in a row, South Africa have been unable to defeat Pakistan in the T20 Cup. The Pakistani camp is absolutely thrilled to bits. After a brisk start, Pakistan lost three wickets quickly and they continued to lose wickets in the middle overs. Umar Akmal played a mature hand and guided Pakistan along. However, it was Gul's 17 ball 32 that changed the tide of the match for Pakistan. The 51 run stand between Gul and Umar Akmal made South Africa panicky as they leaked 36 runs in two overs.",Pakistan won by 2 wkts,T20,Pakistan vs South Africa,4
"England complete a convincing win over New Zealand.  Undoubtedly the star of the game was Luke Wright. While the other batsmen struggled a bit against the slow bowlers, Wright played a stunning knock, smashing five sixes and an equal number of fours in the process. None of the NZ bowlers did anything extraordinary, though their fielding was outstanding.",England won by 6 wkts,T20,England vs New Zealand,3
Sri Lanka have bossed this game and Mahela has played a perfect captain's knock. The bowlers set it up first and Mahela guided them with the bat. Sangakkara gave his skipper some solid support as the hosts chased the low target down with absolute ease.,Sri Lanka won by 9 wkts,T20,Sri Lanka vs Windies,2
"Another convincing performance from the Aussies. It was the Shane Watson show once again today. 2 wickets with the ball and a 47 ball blitz which saw him scoring 70. South Africa have much to think. Their ground fielding has been excellent in parts, but their catching has been awful. They still have an outside chance to make the semis. For that they will want India to win against Pakistan.",Australia won by 8 wkts,T20,Australia vs South Africa,2
"Convincing win in the end for Sri Lanka. They have Lasith Malinga to thank for, he ripped through the top order in his first spell and returned at crucial times to dig a hole in the England line-up. He was well supported by Kulasekara and Dananjaya as Sri Lanka wrapped it up in style. Samit Patel was the lone batsman to show some fight with a spunky 67, Swann threatened to upset West Indies with a fine cameo but it was too little and too late.",Sri Lanka won by 19 runs,T20,Sri Lanka vs England,3
The Pakistani spinners proved to be a handful on this pitch. Raza Hasan and Saeed Ajmal were too good for the Australian top order. Watson failed for the first time and it took a brilliant fifty from Michael Hussey to guide Australia past the target of 112 which was needed for them to qualify for the semi-finals. ,Pakistan won by 32 runs,T20,Australia vs Pakistan,3
"Excellent cricket from Sri Lanka. They have managed to defend a average score. The bowling was outstanding, were backed up by some athletic fielding, the pitch did play its part as it made the batsmen struggle to play their shots with any fluency. Pakistan never looked like they would come anywhere close to the target, Nazir gave them a decent start but the middle order struggled as the spinners came on. The death blow was the twin dismissals of skipper Hafeez and the woefully out of form Afridi. Umar Akmal fought well but neither he nor Umar Gul could do little to snatch victory.",Sri Lanka won by 16 runs,T20,Sri Lanka vs Pakistan,3
"It has been a wonderful performance from the West Indies. They were much better in all departments today. Gayle and Pollard took the game away as their big hits took West Indies beyond 200. Australia never got going and they were restricted to 43/6. Bailey came in and scored his first T20I fifty. However, the asking rate was too much as Australia suffered a 74 run defeat. It will be Sri Lanka versus West Indies on 7th.",West Indies won by 74 runs,T20,Australia vs Windies,3
New Zealand did very well with the bat. In fact they got to their highest ever score against Sri Lanka in Sri Lanka. They would have backed themselves to put up a fight with that total. Sri Lanka's chase was held together by Dilshan and Jayawardene. The former was struggling but still stuck in to put on a good stand. They did well to be ahead of the D/L par score when the rain came in and deservingly went 1-0 up in the series.,Sri Lanka win by 14 runs (D/L method),ODI,Sri Lanka vs New Zealand,3
